ID	备注	标签信息(N代表角色or武器，M代表常驻orUP）	生效范围	蛋池限定时间	界面上是否显示时间（1代表不显示）	排序权重（越高越前）	蛋池类型区(0新手1常规2限定3常规自选UP4锁定自选UP5庆典卡池6单选7庆典单选）	保底类型（1特选，2非特选）	蛋池描述（名称，时间描述，外围描述，详情）	详细描述配置	展示资源（界面名字，资源名字{武器填视频名字，角色填spine名字}，缩放时间，初始位移点，最终位移点，缩放大小，slogan资源，展示角色GDPL，从第几秒开始循环、背景乐ID）	单抽价格{{g,d,p,l,n}}	十连价格{{g,d,p,l,n}}	特殊抽卡道具	具体蛋池内容配置{表名，表名}	保底必得{{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}},{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}}}		保底继承序列（影响UP+箱子）	概率	十连重置标记{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}	第十抽保底概率	每日抽奖次数上限	十连内概率叠加	保底内概率叠加	特殊不歪池概率叠加	指定抽数出道具	是否开启UP选择功能	显示概率	初始特殊保底	独立新手池抽取次数	展示4星道具	定轨UP自选	锁定关联池子ID	锁定关联池子确认提示	标签页UI资源关联	蛋池大图UI资源关联	是否禁止播放视频（不配正常播，1全部不播，2和谐下不播）	武器spine	获取途径	获取途径	获取途径	推荐id
188	【特选】3.3米娅	{2,2}	0	{202605290400,202606190400}		375	2	1	20068	{{"20068_detailtitle1","20068_detaildes11","20068_detaildes12","20068_detaildes13","20068_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20068_detaildes23","20068_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_31507',1603050, {2,3,33,1},9,3195,12,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}	{5,21,5,5,1}	{'pool002','pool062'}	{80,{{'pool062',6}}}	{80,{'pool062',6}}	4	10012	{{'pool002',4},{'pool062',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
189	【特选】3.4卜卜	{1,2}	0	{202601010400,202612010400}		376	2	1	20069	{{"20069_detailtitle1","20069_detaildes11","20069_detaildes12","20069_detaildes13","20069_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20069_detaildes23","20069_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl020a','/Game/Spine/Hero/Girl020a/GachaGirl_020a.GachaGirl_020a',0.3,{0,0},{0,0},{1.2,1},1603090,{1,20,2,1},1,3200}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool063'}	{100,{{'pool063',6}}}	{100,{'pool063',6}}	3	10011	{{'pool001',4},{'pool063',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
190	【特选】3.4卜卜	{2,2}	0	{202601010400,202612010400}		375	2	1	20070	{{"20070_detailtitle1","20070_detaildes11","20070_detaildes12","20070_detaildes13","20070_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20070_detaildes23","20070_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_71502',1603113, {2,7,5,1},9,3199,12,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002_28','pool064'}	{80,{{'pool064',6}}}	{80,{'pool064',6}}	4	10012	{{'pool002_28',4},{'pool064',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
191	【特选】3.5安卡	{1,2}	0	{202604020400,202604090400}		376	5	1	20071	{{"20071_detailtitle1","20071_detaildes11","20071_detaildes12","20071_detaildes13","20071_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20071_detaildes23","20071_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl001b','/Game/Spine/Hero/Girl001b/GachaGirl_001b.GachaGirl_001b',0.3,{0,0},{0,0},{1.2,1},1603125,{1,1,3,1},1,3205}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool065'}	{100,{{'pool065',6}}}	{100,{'pool065',6}}	3	10011	{{'pool001',4},{'pool065',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1		1050	1603150	gacha.gachaf9	120
192	【特选】3.5安卡	{2,2}	0	{202604020400,202604090400}		377	5	1	20072	{{"20072_detailtitle1","20072_detaildes11","20072_detaildes12","20072_detaildes13","20072_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20072_detaildes23","20072_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_101501',1603180, {2,10,3,1},9,3207,10,0.3,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002_92','pool066'}	{80,{{'pool066',6}}}	{80,{'pool066',6}}	4	10012	{{'pool002_92',4},{'pool066',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
193	【特选】3.5茉莉安	{1,2}	0	{202604020400,202604090400}		378	5	1	20073	{{"20073_detailtitle1","20073_detaildes11","20073_detaildes12","20073_detaildes13","20073_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20073_detaildes23","20073_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl005c','/Game/Spine/Hero/Girl005c/GachaGirl_005c.GachaGirl_005c',0.3,{0,0},{0,0},{1.2,1},1603175,{1,5,4,1},1,3204}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool067'}	{100,{{'pool067',6}}}	{100,{'pool067',6}}	3	10011	{{'pool001',4},{'pool067',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1		1051	1603151	gacha.gachaf10	120
194	【特选】3.5茉莉安	{2,2}	0	{202604020400,202604090400}		379	5	1	20074	{{"20074_detailtitle1","20074_detaildes11","20074_detaildes12","20074_detaildes13","20074_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20074_detaildes23","20074_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12503',1603177, {2,1,35,1},8,3206,10,0.5,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool068'}	{80,{{'pool068',6}}}	{80,{'pool068',6}}	4	10012	{{'pool002',4},{'pool068',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
195	【特选】3.5七选二	{1,2}	0	{202604020400,202604090400}		380	4	1	90001	{{"20003_detailtitle1","20003_detaildes11","20003_detaildes12","20003_detaildes13","20003_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20003_detaildes23","20003_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl001a','/Game/Spine/Hero/Girl001a/GachaGirl_001a.GachaGirl_001a',0.3,{0,0},{0,0},{1.2,1},1602066,{1,1,2,1},1,3052}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool023'}	{100,{{'pool015',6}}}	{100,{'pool015',6}}	3	10011	{{'pool001',4},{'pool025',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{163,{1,15,3,1}},{165,{1,17,2,1}},{153,{1,11,3,1}},{151,{1,14,3,1}},{149,{1,10,3,1}},{129,{1,2,3,1}},{131,{1,8,3,1}}}	95	{"90001_sure1","90001_sure2","90001_sure3","90001_sure4"}			1					120
196	【特选】3.5七选二	{2,2}	0	{202604020400,202604090400}		381	4	1	90002	{{"20004_detailtitle1","20004_detaildes11","20004_detaildes12","20004_detaildes13","20004_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20004_detaildes23","20004_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_41502',1602079, {2,4,18,1},13,3044,16,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool024'}	{80,{{'pool016',6}}}	{80,{'pool016',6}}	4	10012	{{'pool002',4},{'pool026',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{164,{2,9,3,1}},{166,{2,5,30,1}},{154,{2,3,30,1}},{152,{2,8,3,1}},{150,{2,1,29,1}},{130,{2,7,3,1}},{132,{2,5,24,1}}}	96	{"90002_sure1","90002_sure2","90002_sure3","90002_sure4"}			1	/Game/Spine/Weapon/weapon_41502.weapon_41502				120
197	【特选】3.5四选一	{1,2}	0	{202604020400,202604090400}		382	6	1	60039	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{159,{1,18,2,1}},{141,{1,15,2,1}},{123,{1,7,2,1}},{107,{1,14,2,1}}}	97	{"90003_sure1","90003_sure2","90003_sure3","90003_sure4"}			1					120
198	【特选】3.5四选一	{2,2}	0	{202604020400,202604090400}		383	6	1	60040	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{160,{2,2,26,1}},{142,{2,5,26,1}},{124,{2,1,27,1}},{108,{2,5,22,1}}}	98	{"90004_sure1","90004_sure2","90004_sure3","90004_sure4"}			1					120
199	【特选】3.6胧嫣	{1,2}	0	{202605080400,202606190400}		376	2	1	20075	{{"20075_detailtitle1","20075_detaildes11","20075_detaildes12","20075_detaildes13","20075_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20075_detaildes23","20075_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl024','/Game/Spine/Hero/Girl024/GachaGirl_024.GachaGirl_024',0.3,{0,0},{0,0},{1.2,1},1603200,{1,24,1,1},1,3213}	{{5,21,1,5,1}}	{{5,21,1,5,10}}	{5,21,4,5,1}	{'pool001','pool069'}	{100,{{'pool069',6}}}	{100,{'pool069',6}}	3	10011	{{'pool001',4},{'pool069',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1		1054	1603198	gacha.gachaf11	120
200	【特选】3.6胧嫣	{2,2}	0	{202605080400,202606190400}		375	2	1	20076	{{"20076_detailtitle1","20076_detaildes11","20076_detaildes12","20076_detaildes13","20076_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20076_detaildes23","20076_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_71503',1603214, {2,7,7,1},8.5,3212,10,0.3,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}	{5,21,5,5,1}	{'pool002_28','pool070'}	{80,{{'pool070',6}}}	{80,{'pool070',6}}	4	10012	{{'pool002_28',4},{'pool070',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
401	【特选】3.7里芙	{1,2}	0	{202601010400,202612010400}		376	5	1	20077	{{"20077_detailtitle1","20077_detaildes11","20077_detaildes12","20077_detaildes13","20077_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20077_detaildes23","20077_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl002c','/Game/Spine/Hero/Girl002c/GachaGirl_002c.GachaGirl_002c',0.3,{0,0},{0,0},{1.2,1},1603233,{1,2,4,1},1,3205}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool071'}	{100,{{'pool071',6}}}	{100,{'pool071',6}}	3	10011	{{'pool001',4},{'pool071',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}											1050	1603150	gacha.gachaf9	120
402	【特选】3.7里芙	{2,2}	0	{202601010400,202612010400}		377	5	1	20078	{{"20078_detailtitle1","20078_detaildes11","20078_detaildes12","20078_detaildes13","20078_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20078_detaildes23","20078_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_111501',1603275, {2,11,3,1},9,3207,10,0.3,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002_302','pool072'}	{80,{{'pool072',6}}}	{80,{'pool072',6}}	4	10012	{{'pool002_302',4},{'pool072',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}														120
403	【特选】3.7二选一	{1,2}	0	{202601010400,202612010400}		382	6	1	60039	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{179,{1,8,4,1}},{181,{1,13,3,1}}}	303	{"90003_sure1","90003_sure2","90003_sure3","90003_sure4"}								120
404	【特选】3.7二选一	{2,2}	0	{202601010400,202612010400}		383	6	1	60040	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{180,{2,1,33,1}},{182,{2,4,32,1}}}	304	{"90004_sure1","90004_sure2","90004_sure3","90004_sure4"}								120
