a	//描述	资源路径															
5276210	装甲战骑局内武器属性（父类）*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff02_130_png.icon_armored_battlebuff02_130_png															
5276211	装甲战骑局内武器属性（父类）*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff02_200_png.icon_armored_battlebuff02_200_png															
5276220	装甲战骑局内衍生实弹BUFF1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_001_130_png.icon_armored_battlebuff03_001_130_png															
5276221	装甲战骑局内衍生实弹BUFF1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_001_200_png.icon_armored_battlebuff03_001_200_png															
5276230	装甲战骑局内衍生实弹BUFF2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_002_130_png.icon_armored_battlebuff03_002_130_png															
5276231	装甲战骑局内衍生实弹BUFF2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_002_200_png.icon_armored_battlebuff03_002_200_png															
5276240	装甲战骑局内衍生实弹BUFF3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_003_130_png.icon_armored_battlebuff03_003_130_png															
5276241	装甲战骑局内衍生实弹BUFF3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_003_200_png.icon_armored_battlebuff03_003_200_png															
5276250	装甲战骑局内衍生实弹BUFF4*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_004_130_png.icon_armored_battlebuff03_004_130_png															
5276251	装甲战骑局内衍生实弹BUFF4*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_004_200_png.icon_armored_battlebuff03_004_200_png															
5276260	装甲战骑局内衍生实弹BUFF5*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_005_130_png.icon_armored_battlebuff03_005_130_png															
5276261	装甲战骑局内衍生实弹BUFF5*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_005_200_png.icon_armored_battlebuff03_005_200_png															
5276270	装甲战骑局内衍生实弹BUFF6*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_006_130_png.icon_armored_battlebuff03_006_130_png															
5276271	装甲战骑局内衍生实弹BUFF6*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_006_200_png.icon_armored_battlebuff03_006_200_png															
5276280	装甲战骑局内衍生实弹BUFF7*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_007_130_png.icon_armored_battlebuff03_007_130_png															
5276281	装甲战骑局内衍生实弹BUFF7*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_007_200_png.icon_armored_battlebuff03_007_200_png															
5276290	装甲战骑局内衍生实弹*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff03_130_png.icon_armored_battlebuff03_130_png															
5276291	装甲战骑局内衍生实弹*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff03_200_png.icon_armored_battlebuff03_200_png															
5276300	装甲战骑局内衍生能量BUFF1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff04_001_130_png.icon_armored_battlebuff04_001_130_png															
5276301	装甲战骑局内衍生能量BUFF1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff04_001_200_png.icon_armored_battlebuff04_001_200_png															
5276310	装甲战骑局内衍生能量BUFF2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff04_002_130_png.icon_armored_battlebuff04_002_130_png															
5276311	装甲战骑局内衍生能量BUFF2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff04_002_200_png.icon_armored_battlebuff04_002_200_png															
5276320	装甲战骑局内衍生能量*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff04_130_png.icon_armored_battlebuff04_130_png															
5276321	装甲战骑局内衍生能量*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff04_200_png.icon_armored_battlebuff04_200_png															
5276330	装甲战骑局内增益标记Buff1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff05_001_130_png.icon_armored_battlebuff05_001_130_png															
5276331	装甲战骑局内增益标记Buff1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff05_001_200_png.icon_armored_battlebuff05_001_200_png															
5276340	装甲战骑局内增益标记Buff2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff05_002_130_png.icon_armored_battlebuff05_002_130_png															
5276341	装甲战骑局内增益标记Buff2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff05_002_200_png.icon_armored_battlebuff05_002_200_png															
5276350	装甲战骑局内增益标记*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff05_130_png.icon_armored_battlebuff05_130_png															
5276351	装甲战骑局内增益标记*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff05_200_png.icon_armored_battlebuff05_200_png															
5276360	装甲战骑局内减益标记Buff1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_001_130_png.icon_armored_battlebuff06_001_130_png															
5276361	装甲战骑局内减益标记Buff1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_001_200_png.icon_armored_battlebuff06_001_200_png															
5276370	装甲战骑局内减益标记Buff2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_002_130_png.icon_armored_battlebuff06_002_130_png															
5276371	装甲战骑局内减益标记Buff2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_002_200_png.icon_armored_battlebuff06_002_200_png															
5276380	装甲战骑局内减益标记Buff3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_003_130_png.icon_armored_battlebuff06_003_130_png															
5276381	装甲战骑局内减益标记Buff3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_003_200_png.icon_armored_battlebuff06_003_200_png															
5276390	装甲战骑局内减益标记Buff4*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_004_130_png.icon_armored_battlebuff06_004_130_png															
5276391	装甲战骑局内减益标记Buff4*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_004_200_png.icon_armored_battlebuff06_004_200_png															
5276400	装甲战骑局内减益标记Buff5*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_005_130_png.icon_armored_battlebuff06_005_130_png															
5276401	装甲战骑局内减益标记Buff5*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_005_200_png.icon_armored_battlebuff06_005_200_png															
5276410	装甲战骑局内减益标记Buff6*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_006_130_png.icon_armored_battlebuff06_006_130_png															
5276411	装甲战骑局内减益标记Buff6*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_006_200_png.icon_armored_battlebuff06_006_200_png															
5276420	装甲战骑局内减益标记*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff06_130_png.icon_armored_battlebuff06_130_png															
5276421	装甲战骑局内减益标记*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff06_200_png.icon_armored_battlebuff06_200_png															
5276430	装甲战骑局内其他标记Buff1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff07_001_130_png.icon_armored_battlebuff07_001_130_png															
5276431	装甲战骑局内其他标记Buff1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff07_001_200_png.icon_armored_battlebuff07_001_200_png															
5276440	装甲战骑局内其他标记Buff2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff07_002_130_png.icon_armored_battlebuff07_002_130_png															
5276441	装甲战骑局内其他标记Buff2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff07_002_200_png.icon_armored_battlebuff07_002_200_png															
5276450	装甲战骑局内其他标记Buff3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff07_003_130_png.icon_armored_battlebuff07_003_130_png															
5276451	装甲战骑局内其他标记Buff3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff07_003_200_png.icon_armored_battlebuff07_003_200_png															
5276460	装甲战骑局内其他标记*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff07_130_png.icon_armored_battlebuff07_130_png															
5276461	装甲战骑局内其他标记*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff07_200_png.icon_armored_battlebuff07_200_png															
5276470	装甲战骑局内其他道具机枪V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_001_130_png.icon_armored_battlebuff08_001_130_png															
5276471	装甲战骑局内其他道具机枪V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_001_200_png.icon_armored_battlebuff08_001_200_png															
5276480	装甲战骑局内其他道具机枪V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_002_130_png.icon_armored_battlebuff08_002_130_png															
5276481	装甲战骑局内其他道具机枪V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_002_200_png.icon_armored_battlebuff08_002_200_png															
5276490	装甲战骑局内其他道具机枪V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_003_130_png.icon_armored_battlebuff08_003_130_png															
5276491	装甲战骑局内其他道具机枪V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_003_200_png.icon_armored_battlebuff08_003_200_png															
5276500	装甲战骑局内其他道具霰弹V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_004_130_png.icon_armored_battlebuff08_004_130_png															
5276501	装甲战骑局内其他道具霰弹V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_004_200_png.icon_armored_battlebuff08_004_200_png															
5276510	装甲战骑局内其他道具霰弹V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_005_130_png.icon_armored_battlebuff08_005_130_png															
5276511	装甲战骑局内其他道具霰弹V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_005_200_png.icon_armored_battlebuff08_005_200_png															
5276520	装甲战骑局内其他道具霰弹V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_006_130_png.icon_armored_battlebuff08_006_130_png															
5276521	装甲战骑局内其他道具霰弹V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_006_200_png.icon_armored_battlebuff08_006_200_png															
5276530	装甲战骑局内其他道具激光V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_007_130_png.icon_armored_battlebuff08_007_130_png															
5276531	装甲战骑局内其他道具激光V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_007_200_png.icon_armored_battlebuff08_007_200_png															
5276540	装甲战骑局内其他道具激光V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_008_130_png.icon_armored_battlebuff08_008_130_png															
5276541	装甲战骑局内其他道具激光V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_008_200_png.icon_armored_battlebuff08_008_200_png															
5276550	装甲战骑局内其他道具激光V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_009_130_png.icon_armored_battlebuff08_009_130_png															
5276551	装甲战骑局内其他道具激光V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_009_200_png.icon_armored_battlebuff08_009_200_png															
5276560	装甲战骑局内其他道具扩散激光V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_010_130_png.icon_armored_battlebuff08_010_130_png															
5276561	装甲战骑局内其他道具扩散激光V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_010_200_png.icon_armored_battlebuff08_010_200_png															
5276570	装甲战骑局内其他道具扩散激光V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_011_130_png.icon_armored_battlebuff08_011_130_png															
5276571	装甲战骑局内其他道具扩散激光V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_011_200_png.icon_armored_battlebuff08_011_200_png															
5276580	装甲战骑局内其他道具扩散激光V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_012_130_png.icon_armored_battlebuff08_012_130_png															
5276581	装甲战骑局内其他道具扩散激光V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_012_200_png.icon_armored_battlebuff08_012_200_png															
5276590	装甲战骑局内其他道具弩箭V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_013_130_png.icon_armored_battlebuff08_013_130_png															
5276591	装甲战骑局内其他道具弩箭V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_013_200_png.icon_armored_battlebuff08_013_200_png															
5276600	装甲战骑局内其他道具弩箭V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_014_130_png.icon_armored_battlebuff08_014_130_png															
5276601	装甲战骑局内其他道具弩箭V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_014_200_png.icon_armored_battlebuff08_014_200_png															
5276610	装甲战骑局内其他道具弩箭V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_015_130_png.icon_armored_battlebuff08_015_130_png															
5276611	装甲战骑局内其他道具弩箭V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_015_200_png.icon_armored_battlebuff08_015_200_png															
5276620	装甲战骑局内其他道具火箭弹V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_016_130_png.icon_armored_battlebuff08_016_130_png															
5276621	装甲战骑局内其他道具火箭弹V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_016_200_png.icon_armored_battlebuff08_016_200_png															
5276630	装甲战骑局内其他道具火箭弹V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_017_130_png.icon_armored_battlebuff08_017_130_png															
5276631	装甲战骑局内其他道具火箭弹V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_017_200_png.icon_armored_battlebuff08_017_200_png															
5276640	装甲战骑局内其他道具火箭弹V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_018_130_png.icon_armored_battlebuff08_018_130_png															
5276641	装甲战骑局内其他道具火箭弹V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_018_200_png.icon_armored_battlebuff08_018_200_png															
5276650	装甲战骑局内其他道具燃烧弹V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_019_130_png.icon_armored_battlebuff08_019_130_png															
5276651	装甲战骑局内其他道具燃烧弹V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_019_200_png.icon_armored_battlebuff08_019_200_png															
5276660	装甲战骑局内其他道具燃烧弹V2*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_020_130_png.icon_armored_battlebuff08_020_130_png															
5276661	装甲战骑局内其他道具燃烧弹V2*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_020_200_png.icon_armored_battlebuff08_020_200_png															
5276670	装甲战骑局内其他道具燃烧弹V3*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_021_130_png.icon_armored_battlebuff08_021_130_png															
5276671	装甲战骑局内其他道具燃烧弹V3*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_021_200_png.icon_armored_battlebuff08_021_200_png															
5276680	装甲战骑局内其他道具火焰喷射器V1*130	Icon/Mech/MechBattlebuff/130/Frames/icon_armored_battlebuff08_022_130_png.icon_armored_battlebuff08_022_130_png															
5276681	装甲战骑局内其他道具火焰喷射器V1*200	Icon/Mech/MechBattlebuff/200/Frames/icon_armored_battlebuff08_022_200_png.icon_armored_battlebuff08_022_200_png															
