唯一Id	优先级（值越小优先级越高；1,2,3,4）	字符串索引	说话人	Wwise事件名	声音时间(手动导出)	临时时间	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
		sp07.07.03.4	米娅	Play_Vo_dlc33act7_girl023_14	6.183991		“神明无法拯救人类，因为祂并不是人类的英雄。”		3.3主线关卡内语音台词
		sp07.07.03.5	米娅	Play_Vo_dlc33act7_girl023_15	8.319161		“但平凡的人类，却会为了彼此藏起眼泪，会在坠落时拼命抓住对方的手。”		3.3主线关卡内语音台词
		sp07.07.03.6	米娅	Play_Vo_dlc33act7_girl023_16	8.871837		“于是，没有羽翼的我，在他的帮助下，最终也亲手触碰到了——”		3.3主线关卡内语音台词
		sp07.07.03.7	米娅	Play_Vo_dlc33act7_girl023_17	3.201723		“天空的边际。”		3.3主线关卡内语音台词
		sp07.07.03.8	米娅	Play_Vo_dlc33act7_girl023_18	1.651383		最后一击……		3.3主线关卡内语音台词
		sp07.07.03.9	米娅	Play_Vo_dlc33act7_girl023_19	2.584717		一起上吧，分析员！！！		3.3主线关卡内语音台词
									
									
sp08.01.01		sp08.01.01.1	卜卜	Play_Vo_dlc34act1_girl020_01	2.318209		我刚刚看见罗赞了，在前面！		3.4主线关卡内语音台词
		sp08.01.01.2	猫汐尔	Play_Vo_dlc34act1_girl012_01	2.538277		卜卜，分析员让你慢一点——		3.4主线关卡内语音台词
		sp08.01.01.3	卜卜	Play_Vo_dlc34act1_girl020_02	1.198481		噢，好！		3.4主线关卡内语音台词
									
sp08.01.02		sp08.01.02.1	卜卜	Play_Vo_dlc34act1_girl020_03	1.10737		那边有电梯！		3.4主线关卡内语音台词
		sp08.01.02.2	猫汐尔	Play_Vo_dlc34act1_girl012_02	3.751769		破译完成。电梯下面有敌人，小心。		3.4主线关卡内语音台词
									
sp08.01.03		sp08.01.03.1	卜卜	Play_Vo_dlc34act1_girl020_04	2.328073		又是敌人！我要上咯~		3.4主线关卡内语音台词
		sp08.01.03.2	猫汐尔	Play_Vo_dlc34act1_girl012_03	3.089546		下一批敌人在右前方，别追错方向了！		3.4主线关卡内语音台词
									
sp08.01.04		sp08.01.04.1	猫汐尔	Play_Vo_dlc34act1_girl012_04	2.631474		装置权限已破解，直接跳过去！		3.4主线关卡内语音台词
									
sp08.01.05		sp08.01.05.1	卜卜	Play_Vo_dlc34act1_girl020_05	0.904444		她人呢？！		3.4主线关卡内语音台词
		sp08.01.05.2	猫汐尔	Play_Vo_dlc34act1_girl012_05	1.757778		传感器显示还在前面。		3.4主线关卡内语音台词
		sp08.01.05.3	卜卜	Play_Vo_dlc34act1_girl020_06	2.124195		好，我来解决拦路的！		3.4主线关卡内语音台词
									
sp08.02.01		sp08.02.01.1	卜卜	Play_Vo_dlc34act2_girl020_01	2.229547		这些敌人……都不要命了吗？		3.4主线关卡内语音台词
		sp08.02.01.2	猫汐尔	Play_Vo_dlc34act2_girl012_01	2.019184		她们在给罗赞争取时间。		3.4主线关卡内语音台词
									
sp08.02.02		sp08.02.02.1	卜卜	Play_Vo_dlc34act2_girl020_02	3.197687		看见大门了——罗赞已经进去了吗？		3.4主线关卡内语音台词
		sp08.02.02.2	猫汐尔	Play_Vo_dlc34act2_girl012_02	1.54449		呃……		3.4主线关卡内语音台词
		sp08.02.02.3	卜卜	Play_Vo_dlc34act2_girl020_03	1.491701		怎么了？		3.4主线关卡内语音台词
		sp08.02.02.4	猫汐尔	Play_Vo_dlc34act2_girl012_03	2.355261		没事，不用管我……		3.4主线关卡内语音台词
									
sp08.03.01		sp08.03.01.1	猫汐尔	Play_Vo_dlc34act3_girl012_01	3.981383		这里的泰坦物质污染指数还是太高了，通讯连不上。		3.4主线关卡内语音台词
		sp08.03.01.2	卜卜	Play_Vo_dlc34act3_girl020_01	5.501769		那就听分析员的，一边清理这些异化人，一边时刻关注通讯质量。		3.4主线关卡内语音台词
									
sp08.03.02		sp08.03.02.1	卜卜	Play_Vo_dlc34act3_girl020_02	2.919229		废弃的疗养院，这么多异化人……		3.4主线关卡内语音台词
		sp08.03.02.2	卜卜	Play_Vo_dlc34act3_girl020_03	3.592426		苏菲竟然还带着两个手无寸铁的病人在这里生活……		3.4主线关卡内语音台词
		sp08.03.02.3	猫汐尔	Play_Vo_dlc34act3_girl012_02	4.2461		往那边走喵，通讯信号刚刚稍微好转了一点点。		3.4主线关卡内语音台词
		sp08.03.02.4	卜卜	Play_Vo_dlc34act3_girl020_04	1.168005		噢，好！		3.4主线关卡内语音台词
									
sp08.03.03		sp08.03.03.1	卜卜	Play_Vo_dlc34act3_girl020_05	3.664603		电梯……好像是往下的？		3.4主线关卡内语音台词
		sp08.03.03.2	卜卜	Play_Vo_dlc34act3_girl020_06	3.710386		泰坦物质在下面吧？我们得往上走才行！		3.4主线关卡内语音台词
		sp08.03.03.3	猫汐尔	Play_Vo_dlc34act3_girl012_03	3.280136		没有别的路了喵，先下去吧。		3.4主线关卡内语音台词
		sp08.03.03.4	猫汐尔	Play_Vo_dlc34act3_girl012_04	4.788594		我也需要记录整个疗养中心的地形，这对后面的行动更有利。		3.4主线关卡内语音台词
									
sp08.04.01		sp08.04.01.1	卜卜	Play_Vo_dlc34act4_girl020_01	4.086735		就是说，清理掉所有异化人和泰坦，对吧？		3.4主线关卡内语音台词
		sp08.04.01.2	猫汐尔	Play_Vo_dlc34act4_girl012_01	3.547823		速度最好慢一点喵……小心罗赞。		3.4主线关卡内语音台词
									
sp08.04.02		sp08.04.02.1	卜卜	Play_Vo_dlc34act4_girl020_02	7.889705		这里……好奇怪啊！没有梯子，也没有台阶，普通人怎么过去？		3.4主线关卡内语音台词
		sp08.04.02.2	猫汐尔	Play_Vo_dlc34act4_girl012_02	1.254104		等我破解喵。		3.4主线关卡内语音台词
		sp08.04.02.3	猫汐尔	Play_Vo_dlc34act4_girl012_03	4.698843		拿到权限了。嗯……原来是这样。		3.4主线关卡内语音台词
		sp08.04.02.4	猫汐尔	Play_Vo_dlc34act4_girl012_04	4.452358		这是给宇航员准备的训练室，重力方向是可以改变的。		3.4主线关卡内语音台词
									
sp08.04.03		sp08.04.03.1	卜卜	Play_Vo_dlc34act4_girl020_03	2.735465		哎，好神奇的感觉！		3.4主线关卡内语音台词
		sp08.04.03.2	猫汐尔	Play_Vo_dlc34act4_girl012_05	4.430136		通道尽头应该有电梯。小心点喵，上面有泰坦。		3.4主线关卡内语音台词
									
									
sp08.05.01		sp08.05.01.1	卜卜	Play_Vo_dlc34act5_girl020_01	1.892698		分析员，往这边来！		3.4主线关卡内语音台词
		sp08.05.01.2	卜卜	Play_Vo_dlc34act5_girl020_02	3.10746		那边地形狭窄，那个大家伙过来得没那么快！		3.4主线关卡内语音台词
		sp08.05.01.3	卜卜	Play_Vo_dlc34act5_girl020_03	3.699342		安全的地方……好，我来探路！		3.4主线关卡内语音台词
									
sp08.05.02		sp08.05.02.1	卜卜	Play_Vo_dlc34act5_girl020_04	6.258005		呜……好难受……又是这种感觉……		3.4主线关卡内语音台词
		sp08.05.02.2	卜卜	Play_Vo_dlc34act5_girl020_05	4.991043		是泰坦降临了吗……是……埃达？		3.4主线关卡内语音台词
		sp08.05.02.3	卜卜	Play_Vo_dlc34act5_girl020_06	3.596893		害怕？没……我不害怕！		3.4主线关卡内语音台词
		sp08.05.02.4	卜卜	Play_Vo_dlc34act5_girl020_07	1.899206		我会努力的！		3.4主线关卡内语音台词
									
sp08.05.03		sp08.05.03.1	卜卜	Play_Vo_dlc34act5_girl020_08	3.695125		呼……呼……		3.4主线关卡内语音台词
		sp08.05.03.2	卜卜	Play_Vo_dlc34act5_girl020_09	3.485079		听不见罗赞的动静了……那个怪物。		3.4主线关卡内语音台词
		sp08.05.03.3	卜卜	Play_Vo_dlc34act5_girl020_10	2.307868		嗯，在这里暂作修整吧。		3.4主线关卡内语音台词
									
sp08.06.01		sp08.06.01.1	猫汐尔	Play_Vo_dlc34act6_girl012_01	1.775034		我们要找一条出去的路。		3.4主线关卡内语音台词
		sp08.06.01.2	猫汐尔	Play_Vo_dlc34act6_girl012_02	5.191156		按照之前清理异化人的分工，我负责侦查，你负责清理。		3.4主线关卡内语音台词
		sp08.06.01.3	卜卜	Play_Vo_dlc34act6_girl020_01	0.809138		没问题！		3.4主线关卡内语音台词
		sp08.06.01.4	卜卜	Play_Vo_dlc34act6_girl020_02	3.186961		就算分析员不在身边……我也可以的！		3.4主线关卡内语音台词
									
sp08.06.02		sp08.06.02.1	猫汐尔	Play_Vo_dlc34act6_girl012_03	2.995578		坐上这个电梯，我们就出去了。		3.4主线关卡内语音台词
		sp08.06.02.2	卜卜	Play_Vo_dlc34act6_girl020_03	4.246281		呼……我准备好了！		3.4主线关卡内语音台词
		sp08.06.02.3	卜卜	Play_Vo_dlc34act6_girl020_04	0.637188		——走吧！		3.4主线关卡内语音台词
									
sp08.07.01		sp08.07.01.1	卜卜	Play_Vo_dlc34act7_girl020_01	3.865125		罗赞！她就快追上来了！		3.4主线关卡内语音台词
		sp08.07.01.2	卜卜	Play_Vo_dlc34act7_girl020_02	3.633764		活下去……我要活下去！		3.4主线关卡内语音台词
									
sp08.07.02		sp08.07.02.1	卜卜	Play_Vo_dlc34act7_girl020_03	3.323764		快一点，再快一点——		3.4主线关卡内语音台词
									
sp08.07.03		sp08.07.03.1	卜卜	Play_Vo_dlc34act7_girl020_04	3.992154		剧院……？！应该可以再拖一会儿！		3.4主线关卡内语音台词
									
sp08.08.01		sp08.08.01.1	卜卜	Play_Vo_dlc34act8_girl020_01	2.700907		分析员，我来帮你！		3.4主线关卡内语音台词
		sp08.08.01.2	卜卜	Play_Vo_dlc34act8_girl020_02	3.358503		我没事的……我们一起击败祂！		3.4主线关卡内语音台词
		sp08.08.01.3	猫汐尔	Play_Vo_dlc34act8_girl012_01	2.978866		我……我也可以。		3.4主线关卡内语音台词
		sp08.08.01.4	猫汐尔	Play_Vo_dlc34act8_girl012_02	2.727052		我还能承受最后一次“丧钟”……		3.4主线关卡内语音台词
		sp08.08.01.5	猫汐尔	Play_Vo_dlc34act8_girl012_03	1.356281		等你的命令了。		3.4主线关卡内语音台词
									
sp08.08.02		sp08.08.02.1	卜卜	Play_Vo_dlc34act8_girl020_03	2.506825		还有新的形态？！		3.4主线关卡内语音台词
		sp08.08.02.2	猫汐尔	Play_Vo_dlc34act8_girl012_04	3.726191		祂的能量等级进一步提升了！分析员，要小心——		3.4主线关卡内语音台词
									
									
dlc35arcade_seq01.1		dlc35arcade_seq01.1	安卡希雅	Play_Vo_dlc35seq2_girl001_01	1.02		今晚……		3.5游戏厅入场seq台词
dlc35arcade_seq01.2		dlc35arcade_seq01.2	安卡希雅	Play_Vo_dlc35seq2_girl001_02	3.465329		亲爱的一定属于我~		3.5游戏厅入场seq台词
dlc35arcade_seq01.3		dlc35arcade_seq01.3	茉莉安	Play_Vo_dlc35seq2_girl005_01	1.261338		谁赢……		3.5游戏厅入场seq台词
dlc35arcade_seq01.4		dlc35arcade_seq01.4	茉莉安	Play_Vo_dlc35seq2_girl005_02	2.805329		还说不准呢，呵呵~		3.5游戏厅入场seq台词
dlc35arcade_seq01.5		dlc35arcade_seq01.5	茉莉安&安卡希雅	Play_Vo_dlc35seq2_all_01	1.245011		亲爱的……		3.5游戏厅入场seq台词
dlc35arcade_seq01.6		dlc35arcade_seq01.6	茉莉安&安卡希雅	Play_Vo_dlc35seq2_all_02	3.763991		——这次，我们两个谁会赢呢？		3.5游戏厅入场seq台词
									
ch16.seq01.01		ch16.seq01.01	急躁的安保	Play_Vo_dlc35seq1_anbaoA_01	0.849841		快拦住她们！		3.5主线seq台词
ch16.seq01.02		ch16.seq01.02	安卡希雅	Play_Vo_dlc35seq1_girl001_01	2.466825		分析员，加速加速。		3.5主线seq台词
ch16.seq01.03		ch16.seq01.03	急躁的安保	Play_Vo_dlc35seq1_anbaoA_02	1.134694		小姐！		3.5主线seq台词
ch16.seq01.04		ch16.seq01.04	忧心忡忡的安保	Play_Vo_dlc35seq1_anbaoB_01	0.827823		小姐！		3.5主线seq台词
ch16.seq01.05		ch16.seq01.05	安保C	Play_Vo_dlc35seq1_anbaoC_01	0		诶诶诶？		3.5主线seq台词
ch16.seq01.06		ch16.seq01.06	笨手笨脚的安保	Play_Vo_dlc35seq1_anbaoD_01	0.811361		让开让开！		3.5主线seq台词
ch16.seq01.07		ch16.seq01.07	安保D	Play_Vo_dlc35seq1_anbaoD_02	0		哎哟！		3.5主线seq台词
ch16.seq01.08		ch16.seq01.08	安保C	Play_Vo_dlc35seq1_anbaoC_02	0		啊啊——啊！		3.5主线seq台词
ch16.seq01.09		ch16.seq01.09	急躁的安保	Play_Vo_dlc35seq1_anbaoA_03	1.218503		快回来啊小姐！		3.5主线seq台词
ch16.seq01.10		ch16.seq01.10	忧心忡忡的安保	Play_Vo_dlc35seq1_anbaoB_01	0.827823		小姐！		3.5主线seq台词
ch16.seq01.11		ch16.seq01.11	茉莉安	Play_Vo_dlc35seq1_girl005_01	1.3		诶！前面是！		3.5主线seq台词
ch16.seq01.12		ch16.seq01.12	安卡希雅	Play_Vo_dlc35seq1_girl001_02	4.521429		激流勇进啊~我还挺喜欢玩的。		3.5主线seq台词
ch16.seq01.13		ch16.seq01.13	茉莉安	Play_Vo_dlc35seq1_girl005_02	1.575442		呀——！		3.5主线seq台词
ch16.seq01.14		ch16.seq01.14	安卡希雅	Play_Vo_dlc35seq1_girl001_03	1.822744		呜呼~		3.5主线seq台词
									
ch16.01.01		ch16.01.01.1	安卡希雅	Play_Vo_dlc35act1_girl001_01	2.027369		怎么这里也会出现异化人？		3.5主线关卡内台词
		ch16.01.01.2	茉莉安	Play_Vo_dlc35act1_girl005_01	2.417732		看来是一路跟着苏菲来到罗森兰的。		3.5主线关卡内台词
									
ch16.01.02		ch16.01.02.1	安卡希雅	Play_Vo_dlc35act1_girl001_02	2.456236		水底好像有奇怪动静。		3.5主线关卡内台词
		ch16.01.02.2	茉莉安	Play_Vo_dlc35act1_girl005_02	2.936712		它们应该是通过水道偷渡进了罗森兰……		3.5主线关卡内台词
		ch16.01.02.3	茉莉安	Play_Vo_dlc35act1_girl005_03	2.785533		也难怪能躲过安德烈奥蒂家的防控。		3.5主线关卡内台词
									
ch16.01.03		ch16.01.03.1	安卡希雅	Play_Vo_dlc35act1_girl001_03	2.254354		诶？我的身体？		3.5主线关卡内台词
		ch16.01.03.2	茉莉安	Play_Vo_dlc35act1_girl005_04	3.102177		（安卡希雅这是……长大了？）		3.5主线关卡内台词
									
ch16.01.04		ch16.01.04.1	安卡希雅	Play_Vo_dlc35act1_girl001_04	4.47093		罗森兰的街巷又窄又复杂，也太适合异化人藏匿了。		3.5主线关卡内台词
		ch16.01.04.2	茉莉安	Play_Vo_dlc35act1_girl005_05	3.019297		分析员、安卡希雅，你们继续往前。		3.5主线关卡内台词
		ch16.01.04.3	茉莉安	Play_Vo_dlc35act1_girl005_06	2.5078		我去钟楼上，从高处压制它们。		3.5主线关卡内台词
									
ch16.02.01		ch16.02.01.1	安卡希雅	Play_Vo_dlc35act2_girl001_01	4.274694		对岸还有不少异化人，干脆一次性全部解决掉吧。		3.5主线关卡内台词
		ch16.02.01.2	安卡希雅	Play_Vo_dlc35act2_girl001_02	1.649365		我们坐刚朵拉去对岸？		3.5主线关卡内台词
		ch16.02.01.3	茉莉安	Play_Vo_dlc35act2_girl005_01	4.013356		不，那样太慢了。直接瞄准那个装置就行。		3.5主线关卡内台词
									
ch16.02.02		ch16.02.02.1	安卡希雅	Play_Vo_dlc35act2_girl001_03	2.703605		河面居然冻上了？什么情况？		3.5主线关卡内台词
		ch16.02.02.2	茉莉安	Play_Vo_dlc35act2_girl005_02	3.756735		刚才那个装置是罗森兰常用的抗洪手段之一。		3.5主线关卡内台词
		ch16.02.02.3	茉莉安	Play_Vo_dlc35act2_girl005_03	4.917324		装置启动后会喷洒纳米结晶催化剂，加速水面结冰。		3.5主线关卡内台词
		ch16.02.02.4	茉莉安	Play_Vo_dlc35act2_girl005_04	2.128005		你们注意到附近的刚朵拉了吗？		3.5主线关卡内台词
		ch16.02.02.5	茉莉安	Play_Vo_dlc35act2_girl005_05	3.810658		上面没有座位，而是放着汲取热量的“热桶”。		3.5主线关卡内台词
		ch16.02.02.6	茉莉安	Play_Vo_dlc35act2_girl005_06	4.568526		之后，将热量运送到外海，就能控制汛期的水位了。		3.5主线关卡内台词
									
ch16.02.03		ch16.02.03.1	安卡希雅	Play_Vo_dlc35act2_girl001_04	4.800091		你说结冰装置只是其中一种，那就是还有别的方法咯？		3.5主线关卡内台词
		ch16.02.03.2	茉莉安	Play_Vo_dlc35act2_girl005_07	0.933333		嗯……		3.5主线关卡内台词
		ch16.02.03.3	茉莉安	Play_Vo_dlc35act2_girl005_08	3.657324		罗森兰的外围还设有四百五十道移动水闸。		3.5主线关卡内台词
		ch16.02.03.4	茉莉安	Play_Vo_dlc35act2_girl005_09	3.77483		只要升起水闸，就能将罗森兰与外海隔绝。		3.5主线关卡内台词
									
ch16.02.04		ch16.02.04.1	安卡希雅	Play_Vo_dlc35act2_girl001_05	2.882948		这些，都是阴极科技的技术吗？		3.5主线关卡内台词
		ch16.02.04.2	茉莉安	Play_Vo_dlc35act2_girl005_10	4.104535		嗯，因为曾经的罗森兰饱受洪灾困扰，		3.5主线关卡内台词
		ch16.02.04.3	茉莉安	Play_Vo_dlc35act2_girl005_11	3.45449		所以家族在这方面，投入了很多心血呢。		3.5主线关卡内台词
									
ch16.03.01		ch16.03.01.1	茉莉安	Play_Vo_dlc35act3_girl005_01	1.485079		那边的守卫太多了。		3.5主线关卡内台词
		ch16.03.01.2	茉莉安	Play_Vo_dlc35act3_girl005_02	3.89322		分析员、安卡希雅，我们从旁边绕过去吧。		3.5主线关卡内台词
									
ch16.03.02		ch16.03.02.1	安卡希雅	Play_Vo_dlc35act3_girl001_01	1.78288		那儿应该就是码头了吧？		3.5主线关卡内台词
		ch16.03.02.2	茉莉安	Play_Vo_dlc35act3_girl005_03	3.723628		没错，只要上了快艇，她们就很难追上我们了。		3.5主线关卡内台词
									
ch16.04.01		ch16.04.01.1	安卡希雅	Play_Vo_dlc35act4_girl001_01	3.929728		话说回来，茉莉安家也太大了吧。		3.5主线关卡内台词
		ch16.04.01.2	安卡希雅	Play_Vo_dlc35act4_girl001_02	3.177324		都跑了这么久了，居然还没到码头。		3.5主线关卡内台词
		ch16.04.01.3	茉莉安	Play_Vo_dlc35act4_girl005_01	0		再稍微忍耐一下，就剩最后一小段路啦~		3.5主线关卡内台词
									
ch16.04.02		ch16.04.02.1	茉莉安	Play_Vo_dlc35act4_girl005_02	0		糟糕，码头没有现成的快艇。		3.5主线关卡内台词
		ch16.04.02.2	安卡希雅	Play_Vo_dlc35act4_girl001_03	1.782426		调一艘过来要多久？		3.5主线关卡内台词
		ch16.04.02.3	茉莉安	Play_Vo_dlc35act4_girl005_03	0		很快，但安保们好像都追过来了。		3.5主线关卡内台词
		ch16.04.02.4	安卡希雅	Play_Vo_dlc35act4_girl001_04	3.24932		你先去调快艇吧，我和分析员来拖住她们。		3.5主线关卡内台词
									
ch16.04.03		ch16.04.03.1	茉莉安	Play_Vo_dlc35act4_girl005_04	0		船来了！		3.5主线关卡内台词
		ch16.04.03.2	安卡希雅	Play_Vo_dlc35act4_girl001_05	2.06576		分析员，准备撤咯~		3.5主线关卡内台词
									
ch16.05.01		ch16.05.01.1	安卡希雅	Play_Vo_dlc35act5_girl001_01	2.761451		诶？这里是？		3.5主线关卡内台词
		ch16.05.01.2	安卡希雅	Play_Vo_dlc35act5_girl001_02	4.34576		我刚才好像是和分析员在一起来着？		3.5主线关卡内台词
