索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
	8	点击关闭													0.1	RmolFormation	PanelSkill/BtnClose																		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	9	开始游戏													0.1	RmolFormation	BtnFight					2			{"guideui.rmol_Guide210",3}						{-180,0}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
62012		【DLC3.2联机大富翁】局内引导3-1	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间3-4													0.5	rmol_main	DiceSelect/BtnSelect1					2													1				Click																		
																																																									
62013		【DLC3.2联机大富翁】局内引导3-2	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间5-8													0.5	rmol_main	DiceSelect/BtnSelect2					2													1				Click																		
																																																									
62014		【DLC3.2联机大富翁】局内引导3-3	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间9-12													0.5	rmol_main	DiceSelect/BtnSelect3					2													1				Click																		
																																																									
62015		【DLC3.2联机大富翁】局内引导3-4	Force	0				1					{"ReturnFalse"}																																												
	1	点出发按钮													0.2	rmol_main	Go/BtnGo					2													1				Click																		
																																																									
62016		【DLC3.2联机大富翁】局内引导3-5	Force	0				1					{"ReturnFalse"}																																												
	1	使用技能													0	rmol_main	Role/BtnSkill					2			{"guideui.rmol_Guide301",4}						{100,0}				1				Click																		
																																																									
62017		【DLC3.2联机大富翁】局内引导3-6	Force	0				1					{"ReturnFalse"}																																												
	1	选择商店卡牌													0.2	rmol_main	fight_rmol_shop/SkillList/3/BtnSeleted					2			{"guideui.rmol_Guide302",1}						{-90,-260}				1				Click																		
	2	点购买													0.2	rmol_main	fight_rmol_shop/BtnBuy					2			{"guideui.rmol_Guide303",1}						{0,-80}				1				Click																		
																																																									
62018		【DLC3.2联机大富翁】局内引导3-7	Force	0				1					{"ReturnFalse"}																																												
	1	点付费逃离													0.2	rmol_main	fight_rmol_escape/Escape_Option2/BtnFunction					2		{0,-10}	{"guideui.rmol_Guide304",4}						{180,0}				1				Click																		
																																																									
62019		【DLC3.2联机大富翁】局内引导3-8	Force	0				1					{"ReturnFalse"}																																												
	1	点双倍													0.2	rmol_main	Speed/BtnSpeed					2			{"guideui.rmol_Guide306",3}						{-100,0}				1				Click																		
	2	点托管													0.2	rmol_main	Go/BtnAuto					2			{"guideui.rmol_Guide307",3}						{-100,0}				1				Click																		
																																																									
62020		【DLC3.2联机大富翁】局内引导3-9	Force	0				1					{"ReturnFalse"}																																												
	1	点立即旅行													0.2	rmol_main	fight_rmol_escape/Escape_Option2/BtnFunction					2		{0,-10}	{"guideui.rmol_Guide305",4}						{180,0}				1				Click																		
																																																									
62021		【DLC3.2联机大富翁】局内引导3-10	Force	0				1					{"ReturnFalse"}																																												
	1	猜先													0.2	rmol_main	fight_rmol_choosecard/Card_2/BtnClick					2													1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
62022		【DLC3.2联机大富翁】外围引导3	Force	0				1					{"RMOL_CheckFormationLevel",{10005}}																																												
	1	点击获胜条件													0.7	RmolFormation	BtnCheck					2			{"guideui.rmol_Guide401",3}						{-200,0}				1				Click																		
	2	单边垄断胜利													0.7	RmolFormation	ContentItem3					2			{"guideui.rmol_Guide402",3}						{-150,0}				1	1	4		Click																		
																																																									
62023		【DLC3.2联机大富翁】外围引导4	Force	0				1					{"RMOL_CheckFormationLevel",{10007}}																																												
	1	点击获胜条件													0.7	RmolFormation	BtnCheck					2			{"guideui.rmol_Guide501",3}						{-200,0}				1				Click																		
	2	三色垄断胜利													0.7	RmolFormation	ContentItem4					2			{"guideui.rmol_Guide502",3}						{-150,0}				1	1	4		Click																		
																																																									
62024		【DLC3.2联机大富翁】局内引导2-1	Force	0				1					{"ReturnFalse"}																																												
	1	猜先													0.2	rmol_main	fight_rmol_choosecard/Card_2/BtnClick					2													1				Click									{"SetGuideComplete",{62011}}									
																																																									
62025		【DLC3.2联机大富翁】局内引导2-2	Force	0				1					{"ReturnFalse"}																																												
	1	过路费查看													0.2	rmol_main	Go/BtnTollfee					2			{"guideui.rmol_Guide602",3}						{-80,0}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
62026		【DLC3.2联机大富翁】局内引导2-3	Force	0				1					{"ReturnFalse"}																																												
	1	点购买													0.3	rmol_main	fight_rmol_buyland/BtnBuy					2													1				Click																		
																																																									
62027		【DLC3.2联机大富翁】局内引导2-4	Force	0				1					{"ReturnFalse"}																																												
	1	点升级/回购													0.3	rmol_main	fight_rmol_acquisition/BtnBuy					2													1				Click																		
																																																									
62028		【DLC3.2联机大富翁】局内引导2-5	Force	0				1					{"ReturnFalse"}																																												
	1	被动技能													0.3	rmol_main		RolePassivetips				2			{"guideui.rmol_Guide601",4}						{300,0}				1	1	2.5		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
62029		【DLC3.2联机大富翁】局内引导2-6	Force	0				1					{"ReturnFalse"}																																												
	1	被动技能（对手）													0.3	rmol_main		EnemyPassivetips				2			{"guideui.rmol_Guide603",4}						{300,0}				1	1	2.5		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
63001		陪伴指引	Force	0									{"ReturnFalse"}																																												
	1	进游戏打脸1													0.3	CallmeInfo																																		HelpPop	255						
																																																									
60026		茉莉安恒约	Force	0				1	1				{"CheckPreviewSkinId",{130502}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_05c_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击头部切换POSE														GirlRoom3		TouchUI_Head			{55,55}						guideui.manifestation_05c_02_02				{300,600}	小吉	card.NPC002		1				Click																		
	3	为茉莉安擦掉酒渍													21	GirlRoom3		TouchUI_Clean			{500,500}		{1300}				guideui.manifestation_05c_02_03				{300,600}	小吉	card.NPC002		1				Touch																		
	4	这里可以切换机位													18	GirlRoom3	BtnSwitch										guideui.manifestation_05c_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	摸摸茉莉安的头													1	GirlRoom3		TouchUI_Head			{55,55}						guideui.manifestation_05c_02_05				{1200,600}	小吉	card.NPC002		1				Touch																		
	6	还有其他互动点待分析员触发													14	GirlRoom3											guideui.manifestation_05c_02_06				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
64001		【DLC3.5宿舍推币游戏】局外引导-进入教学	Force	0									{"ReturnFalse"}																																												
	1	引入整体介绍																									guideui.Coinpusher_Guide1_1				{800,600}	安卡希雅	card.girl011		1	1			Click																		
	2	引导教学关卡入口														HouseArcadeMain	BtnTutorial					2					guideui.Coinpusher_Guide1_2				{800,600}	安卡希雅	card.girl011		1				Click																		
64002		【DLC3.5宿舍推币游戏】局外引导-开局选择	Force	0									{"ReturnFalse"}																																												
	1	引导开局选择														HouseArcadeSelected		PanelDetail				2					guideui.Coinpusher_Guide2_1				{400,600}	安卡希雅	card.girl011		1	1			Click																		
	2	引导进入对局														HouseArcadeSelected	BtnSingle					2					guideui.Coinpusher_Guide2_2				{400,600}	安卡希雅	card.girl011		1				Click																		
64003		【DLC3.5宿舍推币游戏】局内引导-第1回合-Part1	Force	0									{"ReturnFalse"}																																												
	1	说明基础玩法，引导左边投币														HouseArcadeFight	BtnLeft										guideui.Coinpusher_Guide3_1				{200,200}	安卡希雅	card.girl011		1				Click									{"SetGamePaused",{1}};{"SetArcadeGuideStepStart",{64003,1}}	{"SetGamePaused",{0}}								
	2	引导右边投币														HouseArcadeFight	BtnRight										guideui.Coinpusher_Guide3_2				{200,200}	安卡希雅	card.girl011		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	3	说明双向投币																									guideui.Coinpusher_Guide3_3				{200,200}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	4	说明基础币库存，引导玩家自行操作投币														HouseArcadeFight		Data/Currency1				2	{150}				guideui.Coinpusher_Guide3_4				{200,200}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}};{"SetArcadeGuideStepStart",{64003,4}}	{"SetGamePaused",{0}}								
64004		【DLC3.5宿舍推币游戏】局内引导-第1回合-Part2	Force	0									{"ReturnFalse"}																																												
	1	说明推落结算													0.2												guideui.Coinpusher_Guide4_1				{200,600}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	2	说明票券库存														HouseArcadeFight		Data/Currency2				2	{150}				guideui.Coinpusher_Guide4_2				{200,200}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	3	说明分数计算规则														HouseArcadeFight		Rate2									guideui.Coinpusher_Guide4_3				{200,200}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	4	说明目标分，引导玩家自行投币达成分数														HouseArcadeFight		Score				2					guideui.Coinpusher_Guide4_4				{200,200}	安卡希雅	card.girl011		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}};{"SetArcadeGuideStepStart",{64004,4}}								
64005		【DLC3.5宿舍推币游戏】局内引导-第1回合-Part2_2	Force	0									{"ReturnFalse"}																																												
	1	说明达成目标分可以进入商店														HouseArcadeFight	Success/BtnShop					2					guideui.Coinpusher_Guide5_1				{200,200}	安卡希雅	card.girl011		1				Click																		
64006		【DLC3.5宿舍推币游戏】局内引导-第1回合-商店	Force	0									{"ReturnFalse"}																																												
	1	引导坏币警告														HouseArcadeFightShop		Round				2					guideui.Coinpusher_Guide6_1				{500,100}	安卡希雅	card.girl011		1	1			Click																		
	2	购买1个特殊币														HouseArcadeFightShop	CurrencyItem1/BtnCheck					2					guideui.Coinpusher_Guide6_2				{500,100}	安卡希雅	card.girl011		1				Click																		
	3	点击购买														HouseArcadeItem	BtnBuy					2					guideui.Coinpusher_Guide6_3				{500,100}	安卡希雅	card.girl011		1				Click																		
	4	说明币盒限制														HouseArcadeFightShop		PanelNumSp				2					guideui.Coinpusher_Guide6_4				{500,100}	安卡希雅	card.girl011		1	1			Click																		
	5	再买一个特殊币														HouseArcadeFightShop	CurrencyItem2/BtnCheck					2					guideui.Coinpusher_Guide6_5				{500,100}	安卡希雅	card.girl011		1				Click																		
	6	点击购买														HouseArcadeItem	BtnBuy					2					guideui.Coinpusher_Guide6_6				{500,100}	安卡希雅	card.girl011		1				Click																		
	7	引导扩充币盒														HouseArcadeFightShop	BtnCapacity					2					guideui.Coinpusher_Guide6_7				{500,100}	安卡希雅	card.girl011		1				Click																		
