	中文简体	1=临时文案  0和不填都=正式文案	//备注
TxtRogueWarUavsBagNone	完成增益试练可获得改造部件	1	3.2验证战场无人机
TxtRogueWarUavsBuildTitle1	部件精制	0	3.2验证战场无人机
TxtRogueWarUavsBuildTitle2	当前持有部件	0	3.2验证战场无人机
TxtRogueWarUavsBuildTitle3	4个相同等级的部件可以精制为1个更高等级的部件	0	3.2验证战场无人机
TxtRogueWarUavsCoreSlNow	当前机芯	0	3.2验证战场无人机
TxtUavsPartkey_7	机芯	0	3.2验证战场无人机
TxtRogueUavsPartBtn1	装配效果	0	3.2验证战场无人机
TxtRogueUavsPartBtn2	部件箱	0	3.2验证战场无人机
TxtRogueUavsPartBtn3	部件精制	0	3.2验证战场无人机
TxtRogueWarUavsGainTips	精制完成	0	3.2验证战场无人机
TxtRogueWarUavsMainBtn	装配台	0	3.2验证战场无人机
TxtRogueWarUavsAttribute1	属性提升	0	3.2验证战场无人机
TxtRogueWarUavsAttribute2	增益效果	0	3.2验证战场无人机
TxtRoguewarMainBtnUavs	验证辅助机	0	3.2验证战场无人机
TxtRogueWarUavsItemSwitch	更换	0	3.2验证战场无人机
TxtRogueWarUavsItemUnload	卸下	0	3.2验证战场无人机
TxtRogueWarUavsRewardTips	可获取部件	0	3.2验证战场无人机
TxtRogueWarUavsSkillPopTips	满足刻印标记数量可激活对应效果	0	3.2验证战场无人机
TxtRogueWarUavsSettlementPart	新获取部件	0	3.2验证战场无人机
			
TxtOnlineSeaName	激浪联航	0	3.2新联机激浪联航-玩法名
TxtOnlineSeaDiff1	普通	0	3.2新联机激浪联航-难度说明
TxtOnlineSeaDiff2	困难	0	3.2新联机激浪联航-难度说明
TxtOnlineSeaDiff3	远航	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName1	极地港湾间的航行	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName2	寒潮中的艰难巡航	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName3	向着极光进发的远航	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName1_Description	无精英敌人\n战斗强度较低\n事件处理难度低\n几乎不会经过极光冰渊	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName2_Description	精英敌人增加\n战斗强度提升\n事件处理难度提升\n最后航段位于极光冰渊\n航线长度增加35%\n单局奖励增加35%	0	3.6激浪联航-难度相关调整
TxtOnlineSeaDiffName3_Description	大量精英来袭\n战斗强度大幅提升\n事件处理难度大幅提升\n半程航线位于极光冰渊\n航线长度增加350%\n单局奖励随远航距离提升	0	3.6激浪联航-难度相关调整
			
TxtOnlineSeaSchemePopTitle	安卡希雅推荐	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopDescription	分析员可选择一种偏好的游玩风格，激活后将持续自动进行战备配置	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopOptionNull	暂未配置	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopOption1	通用适配	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopOption2	畅爽战斗	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopOption3	火力至上	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopOption4	后勤支援	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopDetail1	多场景适用，随船体升级强化自身作战能力与支援能力	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopDetail2	适合与敌人作战，消灭敌人可强化自身作战能力	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopDetail3	适合操控舰载火炮，大幅强化舰炮的战斗能力	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSchemePopDetail4	多维度为船体提供防护、维修，可以有效保证航行的顺利	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaSysAutoUsed	已成功应用作战风格：%s	0	3.2新联机激浪联航-系统推荐
TxtOnlineSeaTryRole	试用队员仅在激浪联航中生效	0	3.2新联机激浪联航-试用队员
			
TxtOnlineSeaMainName1	精神协作值	0	3.2新联机激浪联航-主菜单
TxtOnlineSeaMainName2	队员试用	0	3.2新联机激浪联航-主菜单
TxtOnlineSeaMainName3	教学关卡	0	3.2新联机激浪联航-主菜单
TxtOnlineSeaMainName4	航海日志	0	3.2新联机激浪联航-主菜单
TxtOnlineSeaMainName5	作战风格	0	3.2新联机激浪联航-主菜单
			
TxtOnlineSeaBuffName1	联航战备	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffName2	筛选战备	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffName3	作战风格：	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffName4	战备负载	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffName5	卸载	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffName6	安卡希雅推荐	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModGroup1	方案1	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModGroup2	方案2	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModGroup3	方案3	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModType1	战斗	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModType2	火力	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModType3	工程	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModGroupUse	应用方案	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaModGroupUsed	方案使用中	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaAttribute1	船体等级	0	3.2新联机激浪联航-船体属性
TxtOnlineSeaAttribute2	船体经验	0	3.2新联机激浪联航-船体属性
TxtOnlineSeaAttribute3	核心能量	0	3.2新联机激浪联航-船体属性
TxtOnlineSeaAttribute4	船体速度	0	3.2新联机激浪联航-船体属性
TxtOnlineSeaAttribute5	火炮伤害	0	3.2新联机激浪联航-船体属性
TxtOnlineSeaAttribute6	航程进度	0	3.2新联机激浪联航-船体属性
ModSiftType	筛选-战备类型	0	3.2新联机激浪联航-模组菜单
ModSiftTag	筛选-战备功能	0	3.2新联机激浪联航-模组菜单
TxtOnlineSeaBuffDeatilPopTitle1	作战风格说明	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopTitle2	当前激活的额外正面效果	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopTitle3	特质组合列表	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopDescription1	装配联航战备时，根据选择战备的不同，可获得不同的战斗、火力、工程特质点数，当特质点数达到一定数值时，可获得额外正面效果	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopDescription2	暂未激活任何作战风格，未获得额外正面效果	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopDescription3	<span color="#d68238">【船员】</>总负载<span color="#d68238">≥1</> ，且未激活其他作战风格时激活，提升攻击力和最大生命，船体升级时可获得额外提升。\n\n<span color="#d68238">【水手】</>总负载<span color="#d68238">≥150</>，且没有任意系别负载超过<span color="#d68238">50%</>时激活，在<span color="#d68238">船员</>的基础上获得更多且更强大的正面效果，船体升级时可获得额外提升。\n\n<span color="#d68238">【大副】</>总负载<span color="#d68238">≥300</>，且没有任意系别负载超过<span color="#d68238">50%</>时激活，在<span color="#d68238">水手</>的基础上获得更多且更强大的正面效果，船体升级时可获得额外提升。\n\n<span color="#d68238">【先锋队】</>总负载<span color="#d68238">≥150</>，战斗特质负载占比超过<span color="#d68238">50%</>时激活，，在联航中击败敌人、破坏敌方补给箱或冰晶可以累加攻击力与最大生命。\n\n<span color="#d68238">【无畏狂战士】</>总负载<span color="#d68238">≥300</>，战斗特质负载占比超过<span color="#d68238">70%</>时激活，增加击败敌人、破坏敌方补给箱或冰晶时累加的攻击力、最大生命，且可额外累加元素类型伤害，并加快累计速度。\n\n<span color="#d68238">【火炮手】</>总负载<span color="#d68238">≥150</>，火力特质负载占比超过<span color="#d68238">50%</>时激活时激活，操控舰载火炮时获得额外范围伤害技能。\n\n<span color="#d68238">【爆炸艺术家】</>总负载<span color="#d68238">≥300</>，火力特质负载占比超过<span color="#d68238">70%</>时激活，驾驶舰载火炮时获得额外范围伤害技能和强力歼灭技能。\n\n<span color="#d68238">【工程师】</>总负载<span color="#d68238">≥150</>，工程特质负载占比超过<span color="#d68238">50%</>时激活，船体升级后可改装舰载自动武器，提升舰载自动武器的作战能力。\n\n<span color="#d68238">【机魂共鸣者】</>总负载<span color="#d68238">≥300</>，工程特质负载占比超过<span color="#d68238">70%</>时激活时激活，船体升级后可改装舰载自动武器，提升舰载自动武器的作战能力，并可主动使其超载，短时间内大幅提升其作战能力。	0	3.6激浪联航-Buff详情说明迭代
TxtOnlineSeaBuffDeatilPopTitle4	联航等级对应战备负载说明	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopDescription4_1	0级\n1级\n2级\n3级\n4级\n5级\n6级\n7级\n8级\n9级\n10级\n11级\n12级\n13级\n14级\n15级\n16级\n17级\n18级\n19级\n20级	0	3.2新联机激浪联航-Buff详情弹窗
TxtOnlineSeaBuffDeatilPopDescription4_2	60\n70\n80\n90\n100\n130\n140\n150\n160\n170\n210\n220\n230\n240\n250\n300\n340\n380\n420\n460\n500		
			
TxtOnlineSeaPauseCost	战备负载：	0	3.2新联机激浪联航-暂停
TxtOnlineSeaPauseModeTitle1	战备配置	0	3.2新联机激浪联航-暂停
TxtOnlineSeaPauseModeTitle2	船体信息	0	3.2新联机激浪联航-暂停
TxtOnlineSeaPauseModeTitle3	正面效果	0	3.2新联机激浪联航-暂停
			
TxtOnlineSeaHelpTitle1	联航战备	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription1	分析员可通过提升联航等级、使用航海家金币购买等方式获得多种全新的联航战备，选择适合自己航海预期的战备进行装配，在航行中将获得多维度能力强化\n最多可储存3套不同的战备配置，以在不同需要时进行快速切换	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpTitle2	战备配置	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription2	不同的联航战备将会从各自的维度提升队员航行时的作战能力，战备配置的结果将决定作战风格，每种作战风格都将赋予队员各具特色的核心能力	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpTitle3	安卡希雅推荐	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription3	为了让分析员可以更轻松的享受航行的乐趣，安卡希雅精心准备了4种不同的推荐配置方式，并且可以在解锁新联航战备时自动进行调整，如果分析员还勾选了【自动购买所需联航战备】，则在航海家金币充足时，会自动消耗航海家金币购买对应的联航战备并更新配置	0	激浪联航-教学-3.6迭代
TxtOnlineSeaHelpTitle4	团队配合	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription4	在编队界面可以查看各位队员的作战风格，点击自身的作战风格名称可快捷进入战备配置界面，不同作战风格相互配合可以在联航中获得更好的体验	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpTitle5	我方战船	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription5	队员们所搭乘的船体上设置有多种不同功能的装置，如可操控的舰载火炮，主动御敌的自动机炮，补给的弹药仓、需要保护的船舱核心等	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpTitle6	天气变化	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription6	航行中经过的水域包括雪滩海湾、寒流内海、极光冰渊，在危险的水域中航行不仅要对付敌人，还时刻提防自然灾害对船体装置的破坏	0	激浪联航-教学-3.6迭代
TxtOnlineSeaHelpTitle7	船体升级	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription7	在航行过程中，收集物资、击败敌人、击沉敌船、船体维护等行为都会为船体增加经验，船体升级时将强化一部分船体装置和联航战备，船体等级达到4级后，将解锁船尾区域的舰载导弹与火控中心，船体最高升至7级	0	激浪联航-教学-3.6迭代
TxtOnlineSeaHelpTitle8	船体维护	0	3.2新联机激浪联航-教学
TxtOnlineSeaHelpDescription8	在航行过程中，会突发寒潮导致船体装置冻结、甲板出现冰晶，需要交互完成特殊小游戏或击碎冰晶来完成船体维护	0	激浪联航-教学-3.6迭代
TxtOnlineSeaHelpTitle9	跳帮作战	0	激浪联航-教学-3.6迭代
TxtOnlineSeaHelpDescription9	在航行过程中，有时会遭到敌方精锐单位的突袭！装备有多种舰载自动武器的巨型潜艇会突然浮出水面，对我方战船发动强力攻势，此时需要通过【传送装置】迅速前往敌船进行战斗，破坏敌船上的舰载自动武器即可对敌船造成巨量伤害\n值得注意的是，巨型潜艇上的舰载自动武器配备有【防护力场】，对于远距离伤害有较强的抵抗能力	0	激浪联航-教学-3.6迭代
TxtOnlineSeaMissionTab1	联航日志	0	3.2新联机激浪联航-教学
TxtOnlineSeaMissionTab2	联航奖励	0	3.2新联机激浪联航-教学
			
TxtOnlineseaRecord1	联航评分	0	3.6激浪联航个人数据
TxtOnlineseaRecord2	远航距离	0	3.6激浪联航个人数据
TxtOnlineseaRecord3	远航用时	0	3.6激浪联航个人数据
TxtOnlineseaRecord4	船体等级	0	3.6激浪联航个人数据
TxtOnlineseaRecord5	作战风格	0	3.6激浪联航个人数据
TxtOnlineseaRecord6	参与队员	0	3.6激浪联航个人数据
TxtOnlineseaRecord7	RANK	0	3.6激浪联航个人数据-排名
TxtOnlineseaRecord8	远航记录	0	3.6激浪联航个人数据-标题
			
TxtOnlineseaSettlement1	联航评分	0	3.6激浪联航结算-总分
TxtOnlineseaSettlementType1	远航距离	0	3.6激浪联航结算-数据1
TxtOnlineseaSettlementType2	远航用时	0	3.6激浪联航结算-数据2
TxtOnlineseaSettlementType3	船体等级	0	3.6激浪联航结算-数据3
TxtOnlineseaSettlementType4	击沉敌船	0	3.6激浪联航结算-数据4
TxtOnlineseaSettlementType5	造成伤害	0	3.6激浪联航结算-数据5
TxtOnlineseaSettlementType6	获得徽章	0	3.6激浪联航结算-数据6
TxtOnlineseaSettlement2	航行评价	0	3.6激浪联航结算-评价Tag
			
TxtOnlineSeaMain6	战备调整	0	3.6激浪联航-主界面模组界面入口标题
TxtOnlineSeaMain7	远航记录	0	3.6激浪联航-主界面个人数据入口
			
TxtOnlineSeaFightAccelerate	燃料充足，航行加速中	0	3.6激浪联航-局内船体状态1
TxtOnlineSeaFightSlowDown	有冰晶阻滞！航行减速中	0	3.6激浪联航-局内船体状态2
			
TxtOnlineSeaSchemepopTxtTips	自动购买所需联航战备	0	3.6激浪联航推荐配置文本
			
TxtMowRoleIntro	助战少女	0	3.2异星守护
TxtMowRoleSkillLevel	技能等级	0	3.2异星守护
TxtMowHardUnlock	究极对抗模式解锁	0	3.2异星守护
TxtMowRoleUnlock	少女解锁	0	3.2异星守护
TxtMowHardLevelInfo	究极对抗模式	0	3.2异星守护
			
TxtFightBackTrackBtnTip1	键向前播放	1	3.2主线时空回溯功能
TxtFightBackTrackBtnTip2	键向后播放	1	3.2主线时空回溯功能
TxtFightBackTrackBtnTip3	退出播放	1	3.2主线时空回溯功能
			
TxtCalendar_Day	%s日-%s日	0	活动日历
TxtCalendar_Today	今日{1}/{2}	0	活动日历
			
TxtMowRoleLevelUp	技能升级	0	3.2异星守护
TxtMowMain.BtnGirl	助战少女	0	3.2异星守护
TxtMowMain.BtnTurret	机枪图鉴	0	3.2异星守护
TxtMowMain.BtnChain	护航伙伴	0	3.5异星守护
			
TxtBeachName	恋风漪岸	0	DLC3.2宿舍
			
TxtRMOLLevelRewards	缤纷补给	0	3.2大富翁
TxtRMOLLevelTasks	绘梦档案	0	3.2大富翁
TxtRMOLChanllengeCondition	完成前置关卡后结束	0	3.2大富翁
TxtRMOLRoleIsSelected	已上阵	0	3.2大富翁
TxtRMOLRoleSelect	选择上阵	0	3.2大富翁
TxtRMOLRoleLock	未解锁	0	3.2大富翁
TxtChargeTime	充能次数：%s	0	3.2大富翁
TxtRMOLOnlineLockTimeDay	%s日后开放	0	3.2大富翁
TxtRMOLOnlineLockTime	%s:%s:%s后开放	0	3.2大富翁
			
TxtMowEndlessLevel	继续	0	3.2异星守护
TxtMowCloseLevel	退出	0	3.2异星守护
TxtMowEndingLevelIntro	不息守护阶段目标已达成\n是否继续挑战究极对抗模式？	0	3.2异星守护
			
TxMowTurretFunction	机枪图鉴	0	3.2异星守护
			
			
TxtStartVideoTitle1	不明巨型生物	0	3.2序章动画
TxtStartVideoTitle2	米德加尔特市进入红色封锁状态，请市民远离瓦尔基里游戏会场，迅速撤离至指定避难点	0	3.2序章动画
			
TxtLevelDialogueTips	体验模式下不会统计关卡目标	0	3.2-所有主线侧边栏提示
TxtLevelDialoguelimit	分析员等级达到%s解锁	0	3.2-所有主线侧边栏提示
			
TxtThrow.title	冰趣蜜弹	0	3.2沙滩游戏
TxtThrow.btnriki	甜蜜图鉴	0	3.2沙滩游戏
TxtThrow.rikirequire	甜品配方	0	3.2沙滩游戏
TxtThrow.rikitype1	基底	0	3.2沙滩游戏
TxtThrow.rikitype2	冰淇淋	0	3.2沙滩游戏
TxtThrow.rikitype3	配料	0	3.2沙滩游戏
TxtThrow.rikitip1	已成功制作%s次	0	3.2沙滩游戏
TxtThrow.rikitip2	成功制作%s次后解锁该甜品的自动调配功能	0	3.2沙滩游戏
TxtThrow.rikitip3	已解锁该甜品的自动调配功能	0	3.2沙滩游戏图鉴未解锁显示
